Dataset,Filename,DateTime,Longitude,Latitude,LAIm,LAIe,Canopy cover (ff),Ground Cover (fc),Canopy Porosity,clumping index,k,Big gaps ,Total Gaps,Total pixels
LRC_47_SHZ_PAI_2020_09_21,IMG_3645.JPG,2020:09:21 10:27:04,140.598725,-34.43765278,0.277847167,0.225857358,0.142977648,0.298961759,0.521752719,0.793299841,0.7,5022350.125,6139845.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3646.JPG,2020:09:21 10:27:12,140.5987694,-34.43765278,0.25976949,0.211162314,0.13958463,0.327962298,0.57438818,0.826777058,0.7,4814585.625,6164153.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3647.JPG,2020:09:21 10:27:20,140.5988472,-34.43765278,0.252924845,0.205598416,0.12259438,0.225154676,0.4555104,0.738705513,0.7,5551115.875,6285874.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3648.JPG,2020:09:21 10:27:27,140.5988917,-34.43766111,0.320775191,0.260752838,0.159837406,0.31047827,0.485189717,0.775620374,0.7,4939844,6019059.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3649.JPG,2020:09:21 10:27:34,140.5989528,-34.43765556,0.285330992,0.231940835,0.151900903,0.347379682,0.562723697,0.824895575,0.7,4675476.375,6075917.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3650.JPG,2020:09:21 10:27:42,140.599,-34.43765556,0.302462418,0.245866688,0.156518576,0.331843231,0.528335786,0.803960096,0.7,4786782,6042835.875,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3651.JPG,2020:09:21 10:27:48,140.5990306,-34.43764167,0.297678024,0.241977534,0.158217101,0.360163788,0.560707916,0.826555268,0.7,4583889,6030667.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3652.JPG,2020:09:21 10:27:55,140.5990917,-34.43764444,0.355111537,0.288664284,0.181074927,0.370414134,0.51115546,0.803621497,0.7,4510453.875,5866910.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3653.JPG,2020:09:21 10:28:03,140.5991361,-34.43763611,0.300553893,0.24431528,0.159962508,0.365538982,0.562392752,0.828511999,0.7,4545380.25,6018163,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3654.JPG,2020:09:21 10:28:10,140.5992444,-34.43763611,0.311383295,0.253118321,0.173287954,0.456214005,0.62016082,0.873057364,0.7,3895769.875,5922697.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3655.JPG,2020:09:21 10:28:17,140.5993056,-34.43764167,0.259429342,0.210885813,0.13940954,0.327604597,0.574457925,0.826740628,0.7,4817148.25,6165407.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3656.JPG,2020:09:21 10:28:24,140.5993333,-34.43763333,0.526241451,0.427772956,0.26165353,0.505922519,0.48281897,0.823473418,0.7,3539650.125,5289632.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3659.JPG,2020:09:21 10:28:41,140.5993639,-34.43760556,0.265166102,0.215549131,0.139138259,0.305772083,0.544960881,0.807156429,0.7,4973559.875,6167351.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3660.JPG,2020:09:21 10:28:48,140.5993194,-34.43761111,0.263736255,0.214386832,0.133580001,0.269024928,0.503466083,0.776671487,0.7,5236822.375,6207171.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3661.JPG,2020:09:21 10:28:55,140.5992583,-34.43760278,0.266771593,0.216854208,0.1238339,0.210615358,0.412037653,0.707933559,0.7,5655277.875,6276994.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3662.JPG,2020:09:21 10:29:02,140.5991972,-34.43759444,0.248078692,0.201659058,0.137083604,0.352106702,0.610675958,0.849024776,0.7,4641611.25,6182071.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3663.JPG,2020:09:21 10:29:08,140.5991056,-34.43761944,0.291399597,0.236873904,0.155431691,0.357422503,0.565131772,0.8281689,0.7,4603528,6050622.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3664.JPG,2020:09:21 10:29:15,140.5990611,-34.43762222,0.191597496,0.15574643,0.105648202,0.26940887,0.607851804,0.832519616,0.7,5234071.75,6407279.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3665.JPG,2020:09:21 10:29:22,140.5990139,-34.43761944,0.26427972,0.214828605,0.137369611,0.29454062,0.533614034,0.798769286,0.7,5054023.875,6180022.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3666.JPG,2020:09:21 10:29:29,140.5989528,-34.43761944,0.285433805,0.232024411,0.149994818,0.33093571,0.546755417,0.813362629,0.7,4793283.625,6089573.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3667.JPG,2020:09:21 10:29:35,140.5988917,-34.43761111,0.260211735,0.211521807,0.139194913,0.32275005,0.568722259,0.822885803,0.7,4851927,6166945.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3668.JPG,2020:09:21 10:29:44,140.5988472,-34.43761389,0.312022316,0.253637771,0.171818242,0.436150801,0.606057718,0.863137137,0.7,4039505.875,5933226.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3669.JPG,2020:09:21 10:29:51,140.5988,-34.43762222,0.218050587,0.177249709,0.109919062,0.21901144,0.498112691,0.762882469,0.7,5595127,6376682.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3670.JPG,2020:09:21 10:29:57,140.5987389,-34.43762222,0.254976002,0.207265767,0.143673543,0.39591777,0.637112668,0.869009518,0.7,4327741.75,6134859.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3671.JPG,2020:09:21 10:30:04,140.5986944,-34.43761944,0.269622099,0.219171337,0.139118787,0.292823618,0.524905852,0.793696855,0.7,5066324.75,6167490.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3672.JPG,2020:09:21 10:30:11,140.5986333,-34.43763056,0.296755275,0.241227446,0.161589653,0.395457737,0.591385785,0.848451032,0.7,4331037.5,6006505.875,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3673.JPG,2020:09:21 10:30:18,140.5985722,-34.43761389,0.268303492,0.218099463,0.142048352,0.319841562,0.555879006,0.815747523,0.7,4872763.875,6146502.875,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3674.JPG,2020:09:21 10:30:25,140.598525,-34.43762222,0.239994398,0.19508747,0.112009276,0.192221907,0.417291829,0.70712354,0.7,5787051.5,6361707.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3675.JPG,2020:09:21 10:30:32,140.5984639,-34.437625,0.214274142,0.174179899,0.11218065,0.245059539,0.542231042,0.793289451,0.7,5408514.25,6360479.875,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3676.JPG,2020:09:21 10:30:39,140.5984028,-34.43763056,0.227304818,0.18477232,0.107139235,0.186981063,0.427004885,0.712225675,0.7,5824597.75,6396597.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3677.JPG,2020:09:21 10:30:46,140.5983583,-34.43763611,0.229140317,0.186264367,0.130397545,0.373460357,0.650839661,0.871076487,0.7,4488630.25,6229971.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3680.JPG,2020:09:21 10:31:06,140.5983722,-34.43761111,0.403834457,0.328270339,0.205141409,0.415955203,0.506818505,0.81218235,0.7,4184190.375,5694494.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3681.JPG,2020:09:21 10:31:13,140.5984194,-34.43761944,0.391988137,0.318640661,0.205276072,0.448746626,0.542556845,0.837344894,0.7,3949267.375,5693529.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3682.JPG,2020:09:21 10:31:20,140.5984944,-34.43760556,0.346804528,0.281911654,0.178071313,0.370358318,0.51919181,0.807789926,0.7,4510853.75,5888428.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3683.JPG,2020:09:21 10:31:26,140.5985417,-34.43760278,0.297816463,0.242090068,0.158607429,0.363105549,0.563191943,0.828395811,0.7,4562813.75,6027871,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3684.JPG,2020:09:21 10:31:33,140.5985722,-34.4376,0.307161393,0.249686407,0.172309559,0.46696462,0.631000826,0.87955649,0.7,3818750.75,5929706.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3685.JPG,2020:09:21 10:31:40,140.5986333,-34.43759167,0.268359472,0.218144968,0.140201329,0.304586127,0.539698903,0.804129406,0.7,4982056.25,6159735.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3686.JPG,2020:09:21 10:31:47,140.5986944,-34.43758889,0.305253938,0.248135868,0.158383083,0.338049907,0.531480176,0.806964371,0.7,4742316.375,6029478.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3687.JPG,2020:09:21 10:31:54,140.5987556,-34.43758333,0.294636381,0.239505032,0.158234113,0.371181827,0.573701887,0.835186099,0.7,4504954,6030545.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3688.JPG,2020:09:21 10:32:02,140.5988,-34.43759444,0.264855711,0.215296819,0.141925536,0.330756572,0.570906375,0.825594517,0.7,4794567,6147382.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3689.JPG,2020:09:21 10:32:08,140.5988472,-34.4376,0.294386489,0.239301899,0.148923042,0.299094992,0.502087811,0.78251224,0.7,5021395.625,6097251.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3690.JPG,2020:09:21 10:32:15,140.5989083,-34.43759167,0.253269371,0.205878475,0.137789532,0.336275729,0.59024836,0.836240506,0.7,4755026.875,6177013.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3691.JPG,2020:09:21 10:32:22,140.5989694,-34.43759444,0.315515518,0.256477337,0.173170686,0.434793838,0.60171771,0.860980956,0.7,4049227.375,5923537.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3692.JPG,2020:09:21 10:32:28,140.5990139,-34.43761111,0.30945296,0.251549184,0.166590291,0.393587402,0.576738762,0.841253687,0.7,4344436.875,5970680.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3693.JPG,2020:09:21 10:32:35,140.599075,-34.43760556,0.342128231,0.27811037,0.180938955,0.406199802,0.554556762,0.833424613,0.7,4254079.625,5867884.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3694.JPG,2020:09:21 10:32:42,140.5991361,-34.43759167,0.322117139,0.261843685,0.163984595,0.334180438,0.509293255,0.794334984,0.7,4770037.875,5989348.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3695.JPG,2020:09:21 10:32:49,140.5991972,-34.43758056,0.299320297,0.24331251,0.154183289,0.323191902,0.522935793,0.799204052,0.7,4848761.5,6059566.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3696.JPG,2020:09:21 10:32:56,140.5992278,-34.437575,0.326148784,0.265120942,0.170137497,0.368182889,0.5378995,0.816871932,0.7,4526438.875,5945267.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3697.JPG,2020:09:21 10:33:03,140.599275,-34.43758056,0.333242257,0.270887109,0.172884783,0.368892707,0.531341281,0.813699219,0.7,4521353.625,5925585.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3698.JPG,2020:09:21 10:33:10,140.5993333,-34.43758056,0.262758798,0.213592273,0.132070648,0.261441851,0.494837391,0.77009768,0.7,5291148.75,6217984.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3701.JPG,2020:09:21 10:33:28,140.59935,-34.43755278,0.3060147,0.248754279,0.140785277,0.236010956,0.403479909,0.708352618,0.7,5473339.75,6155551.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3702.JPG,2020:09:21 10:33:34,140.5993056,-34.43754444,0.227134331,0.184633734,0.117470436,0.248698713,0.527659655,0.785960261,0.7,5382442.625,6322583,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3703.JPG,2020:09:21 10:33:41,140.5992139,-34.43756389,0.29698095,0.241410893,0.155676765,0.341211461,0.543752827,0.814000636,0.7,4719666.5,6048866.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3704.JPG,2020:09:21 10:33:49,140.5991833,-34.43755833,0.288895538,0.234838396,0.141484365,0.265167863,0.466434723,0.75435268,0.7,5264455,6150543.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3705.JPG,2020:09:21 10:33:57,140.5991222,-34.43755278,0.258274235,0.209946846,0.13459392,0.290502707,0.536686178,0.799573287,0.7,5082952.125,6199907.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3706.JPG,2020:09:21 10:34:04,140.599075,-34.43754167,0.233037876,0.189432628,0.120630402,0.255955356,0.528705304,0.788038631,0.7,5330454.875,6299944.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3707.JPG,2020:09:21 10:34:11,140.5990139,-34.43755278,0.260044721,0.211386045,0.134883608,0.28766422,0.531107456,0.795968717,0.7,5103287.5,6197832.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3708.JPG,2020:09:21 10:34:18,140.5989694,-34.43756111,0.228124426,0.185438566,0.118350738,0.252534404,0.53134806,0.788798633,0.7,5354963.125,6316276.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3709.JPG,2020:09:21 10:34:26,140.5989222,-34.437575,0.264009581,0.214609014,0.147725082,0.396600648,0.627521834,0.864936851,0.7,4322849.5,6105833.875,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3710.JPG,2020:09:21 10:34:33,140.5988611,-34.43756389,0.214466495,0.17433626,0.112516104,0.247155773,0.544756316,0.795095248,0.7,5393496.5,6358076.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3711.JPG,2020:09:21 10:34:41,140.5987861,-34.437575,0.290082296,0.235803092,0.143640287,0.275342155,0.478320755,0.763649134,0.7,5191564.75,6135098,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3712.JPG,2020:09:21 10:34:49,140.5987389,-34.43756111,0.233992578,0.19020869,0.120986899,0.255982191,0.527362048,0.787298943,0.7,5330262.625,6297390.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3713.JPG,2020:09:21 10:34:57,140.5986944,-34.43757222,0.209172994,0.170033261,0.100857323,0.183393029,0.450048217,0.726080832,0.7,5850303,6441602,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3714.JPG,2020:09:21 10:35:05,140.5986472,-34.43758056,0.257917021,0.209656473,0.141461595,0.354385109,0.600825229,0.844811382,0.7,4625288.375,6150706.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3715.JPG,2020:09:21 10:35:12,140.5985722,-34.43756944,0.212103469,0.172415395,0.111207821,0.243882203,0.544010101,0.794031875,0.7,5416948.875,6367449.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3716.JPG,2020:09:21 10:35:20,140.5985417,-34.43756389,0.298711674,0.24281777,0.158558819,0.359614229,0.559086359,0.825636898,0.7,4587826.125,6028219.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3717.JPG,2020:09:21 10:35:27,140.5984806,-34.43758056,0.252936435,0.205607837,0.133053927,0.294368949,0.548002845,0.806405338,0.7,5055253.75,6210940.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3718.JPG,2020:09:21 10:35:34,140.5984194,-34.437575,0.245872792,0.199865919,0.11478666,0.197085492,0.417579351,0.708418598,0.7,5752208,6341810,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3719.JPG,2020:09:21 10:35:41,140.5983722,-34.437575,0.35742785,0.290547177,0.197107512,0.502801567,0.607981509,0.877437667,0.7,3562009.125,5752050.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3722.JPG,2020:09:21 10:36:01,140.5983583,-34.43756944,0.323550849,0.263009124,0.168684657,0.364492121,0.5372063,0.815707873,0.7,4552880.125,5955676.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3723.JPG,2020:09:21 10:36:08,140.5984028,-34.43754444,0.318637979,0.259015534,0.171732625,0.407144522,0.578202296,0.844752943,0.7,4247311.5,5933840,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3724.JPG,2020:09:21 10:36:14,140.59845,-34.43755,0.335501986,0.272724005,0.178001381,0.403163612,0.558488475,0.834640852,0.7,4275831.375,5888929.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3725.JPG,2020:09:21 10:36:21,140.5984806,-34.43754444,0.350601231,0.284997931,0.191906082,0.477569038,0.598160545,0.868210593,0.7,3742779,5789314.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3726.JPG,2020:09:21 10:36:27,140.5985556,-34.43755,0.310068945,0.252049908,0.150360859,0.276391807,0.455986555,0.750725014,0.7,5184044.875,6086950.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3727.JPG,2020:09:21 10:36:34,140.5986167,-34.43754444,0.303458504,0.24667639,0.156882803,0.331815331,0.527198451,0.803354397,0.7,4786981.875,6040226.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3728.JPG,2020:09:21 10:36:41,140.5986778,-34.43754444,0.322751003,0.262358943,0.158521306,0.298826555,0.469520685,0.763944001,0.7,5023318.75,6028488,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3729.JPG,2020:09:21 10:36:49,140.5987389,-34.43755278,0.355642891,0.289096214,0.190097321,0.439791773,0.567756077,0.846921743,0.7,4013421.375,5802272.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3730.JPG,2020:09:21 10:36:56,140.5988167,-34.43755833,0.312720861,0.254205606,0.16577678,0.374603216,0.55746034,0.828005716,0.7,4480442.625,5976508.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3731.JPG,2020:09:21 10:37:03,140.5988611,-34.43754444,0.3293693,0.267738846,0.174604402,0.394564105,0.557475198,0.832294134,0.7,4337439.625,5913266.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3732.JPG,2020:09:21 10:37:10,140.5988917,-34.43754167,0.325046747,0.264225115,0.170270154,0.372509722,0.542910846,0.820344059,0.7,4495440.75,5944317.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3733.JPG,2020:09:21 10:37:17,140.5989389,-34.43753333,0.278523778,0.226407364,0.150600262,0.360579852,0.582338665,0.837196385,0.7,4580908.25,6085235.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3734.JPG,2020:09:21 10:37:24,140.5990139,-34.43754167,0.360272668,0.292859682,0.18912786,0.416129281,0.545506965,0.831294554,0.7,4182943.25,5809217.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3735.JPG,2020:09:21 10:37:31,140.5990611,-34.43755,0.305211961,0.248101746,0.158740313,0.340881712,0.53432435,0.809062484,0.7,4722028.875,6026919,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3736.JPG,2020:09:21 10:37:38,140.5991222,-34.43755,0.334261809,0.271715886,0.168634931,0.336601953,0.499007867,0.789313997,0.7,4752689.75,5956032.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3737.JPG,2020:09:21 10:37:45,140.5991833,-34.43754167,0.324103507,0.26345837,0.159775221,0.303467469,0.473501321,0.767329069,0.7,4990070.5,6019504.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3738.JPG,2020:09:21 10:37:53,140.5992139,-34.43753056,0.302486354,0.245886145,0.160732766,0.365633707,0.560399485,0.827551419,0.7,4544701.625,6012644.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3739.JPG,2020:09:21 10:38:00,140.5992583,-34.43755278,0.312391293,0.253937706,0.164072428,0.361473118,0.546100609,0.819545916,0.7,4574508.75,5988718.875,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3740.JPG,2020:09:21 10:38:09,140.59935,-34.43752778,0.623069857,0.506483163,0.286588832,0.480272007,0.403278083,0.774270788,0.7,3723414.5,5110991.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3743.JPG,2020:09:21 10:38:28,140.59935,-34.43748611,0.380045489,0.308932681,0.172542803,0.2833548,0.391071536,0.711936953,0.7,5134160.875,5928035.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3744.JPG,2020:09:21 10:38:36,140.5993056,-34.43748889,0.347653178,0.282601508,0.187042061,0.441109373,0.575973506,0.850913328,0.7,4003981.875,5824160.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3745.JPG,2020:09:21 10:38:42,140.5992444,-34.43749167,0.239269826,0.194498477,0.127344396,0.290994059,0.562381459,0.813273687,0.7,5079432,6251844.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3746.JPG,2020:09:21 10:38:49,140.5991667,-34.4375,0.305065792,0.247982927,0.167368802,0.419676225,0.601195417,0.857728206,0.7,4157532.375,5965103.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3747.JPG,2020:09:21 10:38:55,140.5991361,-34.43748889,0.237092774,0.192728787,0.123000045,0.26243628,0.531314631,0.790819653,0.7,5284024.5,6282968,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3748.JPG,2020:09:21 10:39:02,140.599075,-34.43748889,0.336008624,0.273135843,0.177823377,0.399956293,0.555392976,0.832461784,0.7,4298809.125,5890204.875,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3749.JPG,2020:09:21 10:39:09,140.5990139,-34.43751111,0.255993686,0.208093026,0.134595752,0.297385231,0.547402703,0.806708188,0.7,5033644.625,6199894.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3750.JPG,2020:09:21 10:39:16,140.5989694,-34.43750278,0.245818609,0.199821874,0.12015334,0.224316616,0.464358272,0.743914599,0.7,5557119.875,6303362.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3751.JPG,2020:09:21 10:39:23,140.5988917,-34.4375,0.300692219,0.244427722,0.164370666,0.407298151,0.596436504,0.853127423,0.7,4246210.875,5986582.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3752.JPG,2020:09:21 10:39:30,140.5988306,-34.43752778,0.289284433,0.235154522,0.128818347,0.205614545,0.373495941,0.681014213,0.7,5691104.5,6241284.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3753.JPG,2020:09:21 10:39:47,140.5987861,-34.43751944,0.260964753,0.212133924,0.107489782,0.155568919,0.309053612,0.622510543,0.7,6049639.375,6394086,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3754.JPG,2020:09:21 10:39:55,140.5987556,-34.43752222,0.280538567,0.228045153,0.146943989,0.321412315,0.5428178,0.809311033,0.7,4861510.75,6111429.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3755.JPG,2020:09:21 10:40:01,140.598725,-34.43751389,0.251426154,0.204380155,0.139124353,0.359035934,0.612505769,0.851174169,0.7,4591969.125,6167450.875,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3756.JPG,2020:09:21 10:40:09,140.5986778,-34.43750833,0.282564052,0.229691636,0.144035292,0.294418728,0.51078081,0.786300264,0.7,5054897.125,6132268.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3757.JPG,2020:09:21 10:40:15,140.5985861,-34.4375,0.330577341,0.268720843,0.174642072,0.390903853,0.553235224,0.829449879,0.7,4363662.25,5912996.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3758.JPG,2020:09:21 10:40:22,140.598525,-34.43752778,0.27146896,0.220672619,0.140540709,0.298290414,0.528846042,0.796996243,0.7,5027159.75,6157303.875,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3759.JPG,2020:09:21 10:40:29,140.5984639,-34.43753056,0.260040251,0.211382411,0.139113902,0.322634562,0.568818974,0.822911468,0.7,4852754.375,6167525.75,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3760.JPG,2020:09:21 10:40:36,140.5984028,-34.43753333,0.27265426,0.22163613,0.144344749,0.32496828,0.555818959,0.816773427,0.7,4836035.25,6130051.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3761.JPG,2020:09:21 10:40:43,140.5983583,-34.43754167,0.309024231,0.251200677,0.160194793,0.341137865,0.530410404,0.807081,0.7,4720193.75,6016498.875,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3764.JPG,2020:09:21 10:41:05,140.5983583,-34.43749722,0.290124267,0.235837209,0.153233718,0.342756618,0.552937244,0.819011409,0.7,4708596.75,6066369.125,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3765.JPG,2020:09:21 10:41:11,140.5984194,-34.43749722,0.244424373,0.198688522,0.138564396,0.390870092,0.645497574,0.871756495,0.7,4363904.125,6171462.5,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3766.JPG,2020:09:21 10:41:18,140.59845,-34.43750833,0.253270396,0.205879308,0.122566445,0.224417011,0.453845122,0.737518082,0.7,5556400.625,6286074.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3767.JPG,2020:09:21 10:41:25,140.598525,-34.43750833,0.274216548,0.222906088,0.148211706,0.354424629,0.581824473,0.835717327,0.7,4625005.25,6102347.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3768.JPG,2020:09:21 10:41:32,140.5985861,-34.43750833,0.300241077,0.244060996,0.160076792,0.367636872,0.564579061,0.830022576,0.7,4530350.625,6017344.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3769.JPG,2020:09:21 10:41:38,140.5986333,-34.43750278,0.300168759,0.24400221,0.150985374,0.299374595,0.495664041,0.778984966,0.7,5019392.5,6082476.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3770.JPG,2020:09:21 10:41:45,140.5986944,-34.43749722,0.234998617,0.191026482,0.121296338,0.255531528,0.525317524,0.786068876,0.7,5333491.25,6295173.625,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3771.JPG,2020:09:21 10:41:52,140.5987389,-34.43748889,0.282669824,0.229777616,0.140615945,0.27217343,0.483359031,0.765857488,0.7,5214266,6156764.875,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3772.JPG,2020:09:21 10:41:59,140.5988,-34.4375,0.252776996,0.205478232,0.129729515,0.269503054,0.518634343,0.785284009,0.7,5233397,6234757,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3773.JPG,2020:09:21 10:42:06,140.5988611,-34.43748056,0.209636109,0.17040972,0.1061897,0.21391229,0.503582989,0.765010781,0.7,5631658.125,6403400,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3774.JPG,2020:09:21 10:42:13,140.5989083,-34.43748611,0.208879894,0.169795005,0.105025816,0.208064745,0.495225316,0.758880438,0.7,5673550.875,6411738.25,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3775.JPG,2020:09:21 10:42:21,140.5989528,-34.43748889,0.297152121,0.241550036,0.154269726,0.329760084,0.532175865,0.805526786,0.7,4801706,6058947,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3776.JPG,2020:09:21 10:42:28,140.5990139,-34.43749722,0.293753598,0.238787432,0.15468005,0.343140717,0.549222689,0.817206205,0.7,4705845,6056007.375,7164160
LRC_47_SHZ_PAI_2020_09_21,IMG_3777.JPG,2020:09:21 10:42:35,140.5990444,-34.4375,0.326227876,0.265185235,0.169604409,0.363847733,0.533858826,0.813861765,0.7,4557496.625,5949086.875,7164160
